cell_lon,cell_lat,wind_speed,is_natura2000,dist_to_nearest_turbine_m,population_density
5.955927710843374,51.09246184738956,3.5227236269865463,0,4505,311
5.977646586345382,51.09246184738956,3.489270734136638,0,4242,311
5.99936546184739,51.09246184738956,3.455069862891928,0,4509,311
5.847333333333333,51.10920481927711,3.630922764618712,0,10979,534
5.869052208835342,51.10920481927711,3.6056454007623735,0,9751,311
5.89077108433735,51.10920481927711,3.578593493565777,0,8617,311
5.912489959839357,51.10920481927711,3.549967069028798,0,7620,311
5.934208835341366,51.10920481927711,3.5199788208306666,0,6819,311
5.955927710843374,51.10920481927711,3.488850808196811,0,6290,311
5.977646586345382,51.10920481927711,3.4568108050291704,0,6105,311
5.99936546184739,51.10920481927711,3.4240884512584664,0,6293,311
6.021084337349398,51.10920481927711,3.3909113634834345,0,6824,311
6.042803212851406,51.10920481927711,3.3575013537808664,0,7627,236
5.825614457831326,51.125947791164656,3.615574589472854,0,10303,0
5.847333333333333,51.125947791164656,3.592522505643898,0,11757,534
5.869052208835342,51.125947791164656,3.5677785091026943,0,11013,311
5.89077108433735,51.125947791164656,3.5414956079618816,0,10023,311
5.912489959839357,51.125947791164656,3.5138392900427435,0,9179,311
5.934208835341366,51.125947791164656,3.484986601024055,0,8527,236
5.955927710843374,51.125947791164656,3.455124565331765,0,8110,236
5.977646586345382,51.125947791164656,3.4244479693680656,0,7967,236
5.99936546184739,51.125947791164656,3.393156594236813,0,8112,236
6.021084337349398,51.125947791164656,3.3614520354444712,0,8531,236
6.042803212851406,51.125947791164656,3.3295342756044577,0,9185,236
6.064522088353414,51.125947791164656,3.297598183941523,0,10030,236
6.086240963855422,51.125947791164656,3.265830107986724,0,10112,0
5.847333333333333,51.14269076305221,3.5549193119384914,0,12347,0
5.869052208835342,51.14269076305221,3.5306552283161405,0,12426,534
5.89077108433735,51.14269076305221,3.505081346601993,0,11558,534
5.912489959839357,51.14269076305221,3.478330362415914,0,10835,534
5.934208835341366,51.14269076305221,3.4505454576221006,0,10288,236
5.955927710843374,51.14269076305221,3.421880344310265,0,9946,236
